shipment_id,last_known_location,last_update_time,status_update
88caabb6-1cd0-4a10-a51d-fecbd92c09ae,"El Paso, TX",2025-04-22T05:11:27.719078,in transit
88caabb6-1cd0-4a10-a51d-fecbd92c09ae,"El Paso, TX",2025-04-23T04:11:27.719078,out for delivery
88caabb6-1cd0-4a10-a51d-fecbd92c09ae,"Salt Lake City, UT",2025-04-23T07:11:27.719078,arrived at hub
5a057df6-5f6b-49be-b1ed-1c1b71fd6e84,"El Paso, TX",2025-04-15T19:11:27.719162,delayed
5a057df6-5f6b-49be-b1ed-1c1b71fd6e84,"Las Vegas, NV",2025-04-13T15:11:27.719162,delayed
fcf2ac86-062f-4a0c-b5ed-4102ecaf04a8,"Las Vegas, NV",2025-04-30T16:11:27.719258,out for delivery
fcf2ac86-062f-4a0c-b5ed-4102ecaf04a8,"Denver, CO",2025-04-30T13:11:27.719258,arrived at hub
b538795f-1ba9-4671-b1db-2b26b8bc6358,"Las Vegas, NV",2025-04-29T22:11:27.719393,in transit
b538795f-1ba9-4671-b1db-2b26b8bc6358,"Salt Lake City, UT",2025-05-02T05:11:27.719393,delivered
901ec332-f8d1-42e5-873a-26206b39761b,"Salt Lake City, UT",2025-04-24T08:11:27.719470,delivered
901ec332-f8d1-42e5-873a-26206b39761b,"El Paso, TX",2025-04-23T05:11:27.719470,out for delivery
46137211-fc71-49a8-ad9f-5a6569691618,"Denver, CO",2025-05-01T09:11:27.719546,delivered
46137211-fc71-49a8-ad9f-5a6569691618,"Oklahoma City, OK",2025-05-01T10:11:27.719546,out for delivery
27118223-1a8c-4ff7-a157-620160cd4242,"Las Vegas, NV",2025-04-27T17:11:27.719633,arrived at hub
27118223-1a8c-4ff7-a157-620160cd4242,"El Paso, TX",2025-04-27T21:11:27.719633,delayed
cca23cb3-9a89-4110-ba08-8f5978486a40,"El Paso, TX",2025-04-13T18:11:27.719706,arrived at hub
cca23cb3-9a89-4110-ba08-8f5978486a40,"Salt Lake City, UT",2025-04-14T04:11:27.719706,out for delivery
cca23cb3-9a89-4110-ba08-8f5978486a40,"Las Vegas, NV",2025-04-13T13:11:27.719706,delivered
0821b95f-b9cc-47dd-ad7c-21f6c26c26fd,"Salt Lake City, UT",2025-05-02T00:11:27.719781,delayed
0821b95f-b9cc-47dd-ad7c-21f6c26c26fd,"El Paso, TX",2025-05-01T13:11:27.719781,delivered
0821b95f-b9cc-47dd-ad7c-21f6c26c26fd,"Denver, CO",2025-05-01T18:11:27.719781,arrived at hub
c5f71753-fef7-4d10-9030-53e7e23d8fda,"Phoenix, AZ",2025-04-10T21:11:27.719867,out for delivery
c5f71753-fef7-4d10-9030-53e7e23d8fda,"El Paso, TX",2025-04-11T12:11:27.719867,in transit
68882735-5217-4c8e-a365-5d456451edc7,"Phoenix, AZ",2025-04-17T01:11:27.719955,arrived at hub
68882735-5217-4c8e-a365-5d456451edc7,"Tucson, AZ",2025-04-16T23:11:27.719955,delivered
5182b13e-52ee-419f-ad22-761cf423f3d0,"Phoenix, AZ",2025-04-18T20:11:27.720044,arrived at hub
5182b13e-52ee-419f-ad22-761cf423f3d0,"Las Vegas, NV",2025-04-18T22:11:27.720044,in transit
04374e89-ed27-4149-b156-efae1e635261,"Tucson, AZ",2025-05-02T19:11:27.720139,delivered
04374e89-ed27-4149-b156-efae1e635261,"Denver, CO",2025-05-04T12:11:27.720139,out for delivery
04374e89-ed27-4149-b156-efae1e635261,"Las Vegas, NV",2025-05-02T23:11:27.720139,arrived at hub
b63ab829-3486-4723-bebf-7f6dc39d53a3,"Phoenix, AZ",2025-04-13T05:11:27.720215,delayed
b63ab829-3486-4723-bebf-7f6dc39d53a3,"Denver, CO",2025-04-12T07:11:27.720215,in transit
42e4af81-62f4-4a6b-b648-4941e69de751,"Oklahoma City, OK",2025-04-19T01:11:27.720301,arrived at hub
42e4af81-62f4-4a6b-b648-4941e69de751,"Tucson, AZ",2025-04-19T01:11:27.720301,delivered
42e4af81-62f4-4a6b-b648-4941e69de751,"Phoenix, AZ",2025-04-16T13:11:27.720301,in transit
f1491d1a-7127-4feb-8b73-425dd0ac6e44,"Salt Lake City, UT",2025-04-12T16:11:27.720372,arrived at hub
f1491d1a-7127-4feb-8b73-425dd0ac6e44,"Tucson, AZ",2025-04-14T08:11:27.720372,in transit
f1491d1a-7127-4feb-8b73-425dd0ac6e44,"Denver, CO",2025-04-13T01:11:27.720372,delayed
f3d52553-37b3-4abf-b368-a0587716845f,"Denver, CO",2025-04-12T19:11:27.720443,out for delivery
f3d52553-37b3-4abf-b368-a0587716845f,"Phoenix, AZ",2025-04-14T23:11:27.720443,in transit
0c19904c-2393-428b-9d57-1dc7d569a6d7,"Phoenix, AZ",2025-05-04T09:11:27.720513,delivered
0c19904c-2393-428b-9d57-1dc7d569a6d7,"Oklahoma City, OK",2025-05-02T19:11:27.720513,arrived at hub
0c19904c-2393-428b-9d57-1dc7d569a6d7,"Tucson, AZ",2025-05-03T02:11:27.720513,in transit
4a1f4840-32df-476b-bbcf-46ad7087a777,"El Paso, TX",2025-04-10T19:11:27.720596,out for delivery
4a1f4840-32df-476b-bbcf-46ad7087a777,"Oklahoma City, OK",2025-04-10T12:11:27.720596,in transit
4a1f4840-32df-476b-bbcf-46ad7087a777,"Las Vegas, NV",2025-04-12T08:11:27.720596,in transit
f80a3197-c3ba-4706-ba88-850273d31219,"Salt Lake City, UT",2025-04-14T14:11:27.720671,out for delivery
f80a3197-c3ba-4706-ba88-850273d31219,"Oklahoma City, OK",2025-04-12T18:11:27.720671,out for delivery
f0cbbfe7-37b9-4c52-8a55-9c6c401738ea,"Oklahoma City, OK",2025-04-20T21:11:27.720754,in transit
f0cbbfe7-37b9-4c52-8a55-9c6c401738ea,"Salt Lake City, UT",2025-04-21T10:11:27.720754,in transit
f0cbbfe7-37b9-4c52-8a55-9c6c401738ea,"Denver, CO",2025-04-21T09:11:27.720754,in transit
31638fc0-f43c-4849-8a9b-8a229a237c33,"Phoenix, AZ",2025-04-14T06:11:27.720828,delayed
31638fc0-f43c-4849-8a9b-8a229a237c33,"Salt Lake City, UT",2025-04-15T08:11:27.720828,arrived at hub
31638fc0-f43c-4849-8a9b-8a229a237c33,"Oklahoma City, OK",2025-04-16T00:11:27.720828,out for delivery
ae1d5d7f-b6e7-4f33-9588-337c2241c2c5,"Phoenix, AZ",2025-04-09T06:11:27.720914,out for delivery
ae1d5d7f-b6e7-4f33-9588-337c2241c2c5,"Las Vegas, NV",2025-04-08T17:11:27.720914,arrived at hub
1e60886a-c163-4da2-9733-30752a1a851d,"Phoenix, AZ",2025-04-18T14:11:27.721018,delayed
1e60886a-c163-4da2-9733-30752a1a851d,"El Paso, TX",2025-04-19T04:11:27.721018,out for delivery
04cfba97-068d-4d98-9fca-2825f56466f8,"Phoenix, AZ",2025-04-09T21:11:27.721095,arrived at hub
04cfba97-068d-4d98-9fca-2825f56466f8,"Las Vegas, NV",2025-04-10T01:11:27.721095,in transit
04cfba97-068d-4d98-9fca-2825f56466f8,"Las Vegas, NV",2025-04-10T07:11:27.721095,in transit
a04ccca8-d086-419d-bbf7-923b7c68d8db,"Tucson, AZ",2025-04-09T20:11:27.721170,out for delivery
a04ccca8-d086-419d-bbf7-923b7c68d8db,"Las Vegas, NV",2025-04-09T14:11:27.721170,arrived at hub
a04ccca8-d086-419d-bbf7-923b7c68d8db,"Oklahoma City, OK",2025-04-10T04:11:27.721170,out for delivery
c5f3703b-531e-49d3-a4d5-039239e63720,"Las Vegas, NV",2025-04-15T07:11:27.721245,in transit
c5f3703b-531e-49d3-a4d5-039239e63720,"Phoenix, AZ",2025-04-14T19:11:27.721245,out for delivery
c5f3703b-531e-49d3-a4d5-039239e63720,"El Paso, TX",2025-04-13T12:11:27.721245,delayed
a13f7756-1996-46fa-96ca-aa043d42b20f,"Phoenix, AZ",2025-05-02T02:11:27.721318,delayed
a13f7756-1996-46fa-96ca-aa043d42b20f,"Las Vegas, NV",2025-05-03T02:11:27.721318,out for delivery
a13f7756-1996-46fa-96ca-aa043d42b20f,"Denver, CO",2025-05-03T19:11:27.721318,out for delivery
a23928d8-5e8b-495b-b264-aacab4018b79,"Phoenix, AZ",2025-04-06T22:11:27.721389,delayed
a23928d8-5e8b-495b-b264-aacab4018b79,"Las Vegas, NV",2025-04-06T20:11:27.721389,in transit
a23928d8-5e8b-495b-b264-aacab4018b79,"Oklahoma City, OK",2025-04-04T22:11:27.721389,out for delivery
e8acc769-cffd-4165-9be2-4d64dc7b6f00,"Salt Lake City, UT",2025-04-10T06:11:27.721472,arrived at hub
e8acc769-cffd-4165-9be2-4d64dc7b6f00,"Denver, CO",2025-04-07T16:11:27.721472,delivered
e8acc769-cffd-4165-9be2-4d64dc7b6f00,"Phoenix, AZ",2025-04-09T21:11:27.721472,arrived at hub
c19d3be4-220e-49d4-86ac-9b2b78c07172,"Salt Lake City, UT",2025-04-30T19:11:27.721555,delayed
c19d3be4-220e-49d4-86ac-9b2b78c07172,"Tucson, AZ",2025-05-01T11:11:27.721555,delivered
a9ece6db-3a05-4418-81c5-0fea6f1fac40,"Oklahoma City, OK",2025-04-23T08:11:27.721633,out for delivery
a9ece6db-3a05-4418-81c5-0fea6f1fac40,"Las Vegas, NV",2025-04-24T12:11:27.721633,out for delivery
e4412a55-56fc-4460-b468-190b6a0064b1,"El Paso, TX",2025-04-11T06:11:27.721709,delayed
e4412a55-56fc-4460-b468-190b6a0064b1,"Las Vegas, NV",2025-04-12T15:11:27.721709,delayed
ed8d89e0-8e2a-440c-a3c5-f3851e5857b4,"Phoenix, AZ",2025-04-29T03:11:27.721783,arrived at hub
ed8d89e0-8e2a-440c-a3c5-f3851e5857b4,"El Paso, TX",2025-05-01T04:11:27.721783,out for delivery
ac79f0ae-4b77-49d6-bca8-7ce0836e39b1,"Salt Lake City, UT",2025-04-12T22:11:27.721857,delayed
ac79f0ae-4b77-49d6-bca8-7ce0836e39b1,"Denver, CO",2025-04-13T22:11:27.721857,delivered
bec7c568-6b1b-4de9-9b7c-ce576390c3a9,"Denver, CO",2025-05-06T03:11:27.721933,in transit
bec7c568-6b1b-4de9-9b7c-ce576390c3a9,"Salt Lake City, UT",2025-05-04T06:11:27.721933,in transit
bec7c568-6b1b-4de9-9b7c-ce576390c3a9,"Denver, CO",2025-05-05T22:11:27.721933,out for delivery
58cd49a8-f613-4f41-9dfb-713ba4708cfa,"Oklahoma City, OK",2025-04-22T05:11:27.722024,delayed
58cd49a8-f613-4f41-9dfb-713ba4708cfa,"El Paso, TX",2025-04-20T21:11:27.722024,delivered
7ef53de4-0c99-4f9e-8ceb-df6a0c8e1b6d,"Salt Lake City, UT",2025-04-12T03:11:27.722101,arrived at hub
7ef53de4-0c99-4f9e-8ceb-df6a0c8e1b6d,"Salt Lake City, UT",2025-04-11T11:11:27.722101,delayed
7ef53de4-0c99-4f9e-8ceb-df6a0c8e1b6d,"Denver, CO",2025-04-13T06:11:27.722101,in transit
2642fc9e-d94d-40d5-9562-c98989cfdd7d,"Denver, CO",2025-04-14T06:11:27.722177,out for delivery
2642fc9e-d94d-40d5-9562-c98989cfdd7d,"Las Vegas, NV",2025-04-13T16:11:27.722177,delivered
58ee8e5d-13cb-4058-a763-696291d7bf56,"Salt Lake City, UT",2025-04-27T00:11:27.722251,delivered
58ee8e5d-13cb-4058-a763-696291d7bf56,"El Paso, TX",2025-04-25T05:11:27.722251,in transit
58ee8e5d-13cb-4058-a763-696291d7bf56,"Las Vegas, NV",2025-04-24T21:11:27.722251,out for delivery
82535636-17bd-40af-8b98-cab40e50562b,"Tucson, AZ",2025-04-07T08:11:27.722324,out for delivery
82535636-17bd-40af-8b98-cab40e50562b,"Denver, CO",2025-04-04T22:11:27.722324,delayed
82535636-17bd-40af-8b98-cab40e50562b,"Tucson, AZ",2025-04-04T22:11:27.722324,out for delivery
a9a88609-bad3-4f62-8d32-533bb5cda3bf,"Salt Lake City, UT",2025-04-29T05:11:27.722398,delivered
a9a88609-bad3-4f62-8d32-533bb5cda3bf,"Salt Lake City, UT",2025-04-29T12:11:27.722398,arrived at hub
a9a88609-bad3-4f62-8d32-533bb5cda3bf,"El Paso, TX",2025-04-30T20:11:27.722398,in transit
afdb9eaa-3821-40ff-b35e-71a8f7648213,"Denver, CO",2025-05-02T07:11:27.722473,delayed
afdb9eaa-3821-40ff-b35e-71a8f7648213,"Denver, CO",2025-04-30T10:11:27.722473,delayed
5dc1cafe-2372-44dc-b28e-fef474b32ad6,"El Paso, TX",2025-04-24T09:11:27.722550,delayed
5dc1cafe-2372-44dc-b28e-fef474b32ad6,"Las Vegas, NV",2025-04-22T23:11:27.722550,arrived at hub
ba88c389-b2ab-430d-b33e-2339a63a4028,"Oklahoma City, OK",2025-04-05T05:11:27.722725,delayed
ba88c389-b2ab-430d-b33e-2339a63a4028,"Phoenix, AZ",2025-04-07T09:11:27.722725,delivered
ba88c389-b2ab-430d-b33e-2339a63a4028,"El Paso, TX",2025-04-05T10:11:27.722725,delivered
82ec2477-e65a-4aa7-8d67-581eff2fb816,"Oklahoma City, OK",2025-04-07T10:11:27.722814,delivered
82ec2477-e65a-4aa7-8d67-581eff2fb816,"Salt Lake City, UT",2025-04-08T08:11:27.722814,delivered
1595f055-de4b-4a89-a046-5b578074cab0,"Phoenix, AZ",2025-04-11T16:11:27.722891,in transit
1595f055-de4b-4a89-a046-5b578074cab0,"Oklahoma City, OK",2025-04-12T22:11:27.722891,arrived at hub
f65766d6-252d-44e2-9a8a-6ed4d1434a5e,"Tucson, AZ",2025-05-03T16:11:27.722986,delivered
f65766d6-252d-44e2-9a8a-6ed4d1434a5e,"Oklahoma City, OK",2025-05-05T02:11:27.722986,delayed
f65766d6-252d-44e2-9a8a-6ed4d1434a5e,"Denver, CO",2025-05-06T02:11:27.722986,out for delivery
5373220b-ad37-4d36-8383-5cdad05eac7c,"Phoenix, AZ",2025-04-26T23:11:27.723080,in transit
5373220b-ad37-4d36-8383-5cdad05eac7c,"Tucson, AZ",2025-04-25T09:11:27.723080,out for delivery
5373220b-ad37-4d36-8383-5cdad05eac7c,"Tucson, AZ",2025-04-27T02:11:27.723080,arrived at hub
d6a88c87-a80a-4edd-98ed-f9b9c37d3fe9,"Las Vegas, NV",2025-04-18T07:11:27.723168,delayed
d6a88c87-a80a-4edd-98ed-f9b9c37d3fe9,"Tucson, AZ",2025-04-19T09:11:27.723168,arrived at hub
d6a88c87-a80a-4edd-98ed-f9b9c37d3fe9,"El Paso, TX",2025-04-19T12:11:27.723168,delivered
bc559b12-97f6-4eed-b2a9-cd625b98c379,"Denver, CO",2025-04-10T05:11:27.723273,out for delivery
bc559b12-97f6-4eed-b2a9-cd625b98c379,"Las Vegas, NV",2025-04-09T04:11:27.723273,out for delivery
efb8e8f9-4729-45b2-8966-9aa0fe2a4ac9,"Phoenix, AZ",2025-05-05T07:11:27.723358,in transit
efb8e8f9-4729-45b2-8966-9aa0fe2a4ac9,"Tucson, AZ",2025-05-06T02:11:27.723358,delivered
40ae5fa0-4b85-436d-9b8c-afee1d53fe41,"Salt Lake City, UT",2025-05-04T20:11:27.723438,arrived at hub
40ae5fa0-4b85-436d-9b8c-afee1d53fe41,"El Paso, TX",2025-05-05T06:11:27.723438,delayed
40ae5fa0-4b85-436d-9b8c-afee1d53fe41,"Salt Lake City, UT",2025-05-04T13:11:27.723438,arrived at hub
645270c1-3901-42c0-b111-d4d03958add6,"Tucson, AZ",2025-04-19T06:11:27.723513,out for delivery
645270c1-3901-42c0-b111-d4d03958add6,"Tucson, AZ",2025-04-18T04:11:27.723513,in transit
645270c1-3901-42c0-b111-d4d03958add6,"Tucson, AZ",2025-04-17T00:11:27.723513,delivered
52301cad-8974-4ea4-b028-fbdbb50264b6,"Denver, CO",2025-04-14T19:11:27.723601,delivered
52301cad-8974-4ea4-b028-fbdbb50264b6,"Phoenix, AZ",2025-04-15T10:11:27.723601,in transit
52301cad-8974-4ea4-b028-fbdbb50264b6,"Tucson, AZ",2025-04-15T01:11:27.723601,delivered
3e6ed511-5c74-4e3d-bb75-4c6f2051c4a2,"El Paso, TX",2025-04-17T01:11:27.723925,in transit
3e6ed511-5c74-4e3d-bb75-4c6f2051c4a2,"Tucson, AZ",2025-04-16T02:11:27.723925,arrived at hub
3e6ed511-5c74-4e3d-bb75-4c6f2051c4a2,"Oklahoma City, OK",2025-04-16T22:11:27.723925,delayed
d6b4cea1-89d6-46b2-ac5d-164a01f63147,"Phoenix, AZ",2025-04-07T11:11:27.724333,out for delivery
d6b4cea1-89d6-46b2-ac5d-164a01f63147,"El Paso, TX",2025-04-05T19:11:27.724333,delivered
d6b4cea1-89d6-46b2-ac5d-164a01f63147,"Las Vegas, NV",2025-04-06T13:11:27.724333,delivered
c645d9ae-f443-433b-b9c5-b17d03ae0d0b,"Tucson, AZ",2025-04-26T22:11:27.724427,delivered
c645d9ae-f443-433b-b9c5-b17d03ae0d0b,"Salt Lake City, UT",2025-04-28T22:11:27.724427,delivered
c645d9ae-f443-433b-b9c5-b17d03ae0d0b,"Salt Lake City, UT",2025-04-28T00:11:27.724427,delivered
0df5aa2d-2610-42c8-8286-7d8220fa195b,"Phoenix, AZ",2025-04-16T05:11:27.724603,out for delivery
0df5aa2d-2610-42c8-8286-7d8220fa195b,"Salt Lake City, UT",2025-04-17T12:11:27.724603,delayed
ee736d6d-f102-426a-a2ba-9f3c318e9b2e,"Denver, CO",2025-04-05T07:11:27.724698,delivered
ee736d6d-f102-426a-a2ba-9f3c318e9b2e,"Tucson, AZ",2025-04-07T06:11:27.724698,delivered
ee736d6d-f102-426a-a2ba-9f3c318e9b2e,"Phoenix, AZ",2025-04-04T18:11:27.724698,in transit
65c09268-df15-4491-a644-69e23095d05c,"Salt Lake City, UT",2025-04-09T07:11:27.724789,out for delivery
65c09268-df15-4491-a644-69e23095d05c,"Tucson, AZ",2025-04-10T07:11:27.724789,arrived at hub
2fdb562e-1a0a-449c-81a4-419ebcbb8434,"El Paso, TX",2025-04-29T06:11:27.724868,delayed
2fdb562e-1a0a-449c-81a4-419ebcbb8434,"Tucson, AZ",2025-04-28T09:11:27.724868,delivered
d441250e-f105-4cd4-9f79-5cac71d0a7ea,"El Paso, TX",2025-04-28T08:11:27.724979,delivered
d441250e-f105-4cd4-9f79-5cac71d0a7ea,"Tucson, AZ",2025-04-29T09:11:27.724979,delivered
d441250e-f105-4cd4-9f79-5cac71d0a7ea,"Tucson, AZ",2025-04-28T03:11:27.724979,in transit
14ec9ed1-ee93-47bc-abb6-04cf82fc5751,"Oklahoma City, OK",2025-04-11T07:11:27.725072,in transit
14ec9ed1-ee93-47bc-abb6-04cf82fc5751,"El Paso, TX",2025-04-11T18:11:27.725072,delayed
14ec9ed1-ee93-47bc-abb6-04cf82fc5751,"El Paso, TX",2025-04-09T16:11:27.725072,out for delivery
d6c8e97e-ba4c-494a-97bd-2ca59e7cabc6,"Oklahoma City, OK",2025-04-19T18:11:27.725163,in transit
d6c8e97e-ba4c-494a-97bd-2ca59e7cabc6,"Denver, CO",2025-04-21T02:11:27.725163,delivered
d6c8e97e-ba4c-494a-97bd-2ca59e7cabc6,"Denver, CO",2025-04-20T13:11:27.725163,arrived at hub
6c3ad3af-3de3-41a0-8977-1729ffd73d6c,"Denver, CO",2025-04-29T03:11:27.725242,in transit
6c3ad3af-3de3-41a0-8977-1729ffd73d6c,"Las Vegas, NV",2025-04-30T21:11:27.725242,out for delivery
665adf3f-51f2-4a06-bce4-3320e7e8a8dc,"Oklahoma City, OK",2025-04-19T17:11:27.725329,arrived at hub
665adf3f-51f2-4a06-bce4-3320e7e8a8dc,"El Paso, TX",2025-04-19T17:11:27.725329,delivered
635b1d76-f46b-4a69-8e6e-badec3b7e228,"Oklahoma City, OK",2025-04-25T20:11:27.725427,arrived at hub
635b1d76-f46b-4a69-8e6e-badec3b7e228,"Denver, CO",2025-04-28T07:11:27.725427,delivered
635b1d76-f46b-4a69-8e6e-badec3b7e228,"Oklahoma City, OK",2025-04-27T06:11:27.725427,out for delivery
7dc43709-8bc4-491c-a812-2bb661732906,"Denver, CO",2025-05-05T05:11:27.725553,out for delivery
7dc43709-8bc4-491c-a812-2bb661732906,"Las Vegas, NV",2025-05-06T09:11:27.725553,delivered
7dc43709-8bc4-491c-a812-2bb661732906,"Oklahoma City, OK",2025-05-05T10:11:27.725553,delayed
ba7401e0-8ae5-4342-9d36-f37d210d035b,"Denver, CO",2025-04-26T13:11:27.725635,delayed
ba7401e0-8ae5-4342-9d36-f37d210d035b,"Denver, CO",2025-04-27T03:11:27.725635,delayed
ba7401e0-8ae5-4342-9d36-f37d210d035b,"Oklahoma City, OK",2025-04-27T01:11:27.725635,arrived at hub
e375fe5b-62ee-466f-8274-d155e3f233da,"Tucson, AZ",2025-04-24T05:11:27.725722,delayed
e375fe5b-62ee-466f-8274-d155e3f233da,"Las Vegas, NV",2025-04-24T00:11:27.725722,in transit
e375fe5b-62ee-466f-8274-d155e3f233da,"Tucson, AZ",2025-04-24T13:11:27.725722,delayed
dfd345f5-b1e5-4c69-8112-cbbe0a2cb21a,"Phoenix, AZ",2025-04-15T02:11:27.725810,delayed
dfd345f5-b1e5-4c69-8112-cbbe0a2cb21a,"Las Vegas, NV",2025-04-13T23:11:27.725810,out for delivery
877b7ec9-5544-46dc-b805-4cfc922f25d6,"Denver, CO",2025-05-07T02:11:27.725897,arrived at hub
877b7ec9-5544-46dc-b805-4cfc922f25d6,"Las Vegas, NV",2025-05-07T09:11:27.725897,delivered
877b7ec9-5544-46dc-b805-4cfc922f25d6,"Denver, CO",2025-05-05T23:11:27.725897,in transit
d8fa23c9-2813-4818-a7bd-702bc3662379,"Phoenix, AZ",2025-04-21T20:11:27.725975,delivered
d8fa23c9-2813-4818-a7bd-702bc3662379,"Oklahoma City, OK",2025-04-21T17:11:27.725975,arrived at hub
08a57afe-5985-47c2-90e9-f2d547e8e9af,"Tucson, AZ",2025-04-25T01:11:27.726075,delayed
08a57afe-5985-47c2-90e9-f2d547e8e9af,"Phoenix, AZ",2025-04-27T01:11:27.726075,arrived at hub
1a362871-8a6e-447e-aabb-8c245f3df3f0,"Tucson, AZ",2025-04-08T09:11:27.726150,out for delivery
1a362871-8a6e-447e-aabb-8c245f3df3f0,"Oklahoma City, OK",2025-04-10T02:11:27.726150,arrived at hub
ce84d785-8613-463f-bdd8-1644c91f74ad,"Las Vegas, NV",2025-04-29T06:11:27.726224,in transit
ce84d785-8613-463f-bdd8-1644c91f74ad,"Oklahoma City, OK",2025-04-28T00:11:27.726224,delivered
ce84d785-8613-463f-bdd8-1644c91f74ad,"El Paso, TX",2025-04-28T18:11:27.726224,in transit
6925e5ba-5aec-496f-bf4e-1fbb4c803b2b,"Salt Lake City, UT",2025-04-13T18:11:27.726297,arrived at hub
6925e5ba-5aec-496f-bf4e-1fbb4c803b2b,"Salt Lake City, UT",2025-04-11T17:11:27.726297,out for delivery
bc31b937-f212-46b0-9098-1661425ad574,"Oklahoma City, OK",2025-04-29T12:11:27.726394,delayed
bc31b937-f212-46b0-9098-1661425ad574,"Phoenix, AZ",2025-04-28T17:11:27.726394,delayed
bc31b937-f212-46b0-9098-1661425ad574,"Las Vegas, NV",2025-04-29T02:11:27.726394,delayed
7a8869a1-0225-4059-800a-285e34e7f1bc,"Tucson, AZ",2025-04-18T08:11:27.726479,arrived at hub
7a8869a1-0225-4059-800a-285e34e7f1bc,"Tucson, AZ",2025-04-18T05:11:27.726479,delayed
7a8869a1-0225-4059-800a-285e34e7f1bc,"Salt Lake City, UT",2025-04-16T13:11:27.726479,in transit
ee34a5d2-aa42-40fb-9648-dbb47927cf31,"Oklahoma City, OK",2025-04-28T09:11:27.726554,out for delivery
ee34a5d2-aa42-40fb-9648-dbb47927cf31,"Oklahoma City, OK",2025-04-28T21:11:27.726554,arrived at hub
ee34a5d2-aa42-40fb-9648-dbb47927cf31,"Oklahoma City, OK",2025-04-27T14:11:27.726554,delayed
2eac68e5-7c75-4fac-b027-be0463c54abc,"Denver, CO",2025-04-22T13:11:27.726629,delivered
2eac68e5-7c75-4fac-b027-be0463c54abc,"Salt Lake City, UT",2025-04-23T16:11:27.726629,out for delivery
2eac68e5-7c75-4fac-b027-be0463c54abc,"Las Vegas, NV",2025-04-24T06:11:27.726629,in transit
0b9f24f4-3686-438e-a019-9575b9b89040,"Denver, CO",2025-05-01T01:11:27.726702,arrived at hub
0b9f24f4-3686-438e-a019-9575b9b89040,"Las Vegas, NV",2025-05-03T02:11:27.726702,arrived at hub
0b9f24f4-3686-438e-a019-9575b9b89040,"Las Vegas, NV",2025-04-30T13:11:27.726702,out for delivery
a81bc5d7-f74e-42cf-963b-2b3e60b9ac4d,"Salt Lake City, UT",2025-04-07T22:11:27.726789,delayed
a81bc5d7-f74e-42cf-963b-2b3e60b9ac4d,"Las Vegas, NV",2025-04-07T07:11:27.726789,delivered
13ff78e5-c119-496e-bce0-f6fa5e9cfa62,"Oklahoma City, OK",2025-04-08T22:11:27.726861,delayed
13ff78e5-c119-496e-bce0-f6fa5e9cfa62,"Phoenix, AZ",2025-04-08T19:11:27.726861,in transit
75585cf9-4b4b-4795-ae67-8ef673f7d58b,"Denver, CO",2025-04-29T04:11:27.726952,out for delivery
75585cf9-4b4b-4795-ae67-8ef673f7d58b,"Oklahoma City, OK",2025-04-30T05:11:27.726952,delayed
75585cf9-4b4b-4795-ae67-8ef673f7d58b,"Oklahoma City, OK",2025-04-28T04:11:27.726952,delayed
48b0244a-b1b9-4d69-86a3-29df08eb5c56,"Denver, CO",2025-04-23T17:11:27.727050,arrived at hub
48b0244a-b1b9-4d69-86a3-29df08eb5c56,"Denver, CO",2025-04-25T02:11:27.727050,out for delivery
48b0244a-b1b9-4d69-86a3-29df08eb5c56,"Tucson, AZ",2025-04-24T12:11:27.727050,delivered
cfbc8088-9fdf-4411-a5ab-4a5a28d0c12f,"Salt Lake City, UT",2025-04-07T09:11:27.727130,arrived at hub
cfbc8088-9fdf-4411-a5ab-4a5a28d0c12f,"Oklahoma City, OK",2025-04-05T20:11:27.727130,delivered
cfbc8088-9fdf-4411-a5ab-4a5a28d0c12f,"El Paso, TX",2025-04-04T23:11:27.727130,out for delivery
31b3aae6-c214-4942-b652-4091ceac9ffc,"El Paso, TX",2025-04-05T22:11:27.727250,in transit
31b3aae6-c214-4942-b652-4091ceac9ffc,"Salt Lake City, UT",2025-04-05T20:11:27.727250,delivered
31b3aae6-c214-4942-b652-4091ceac9ffc,"Denver, CO",2025-04-08T05:11:27.727250,delivered
591f6705-fccb-4fd6-9381-fa7e41ea117f,"Las Vegas, NV",2025-04-08T10:11:27.727347,delivered
591f6705-fccb-4fd6-9381-fa7e41ea117f,"Phoenix, AZ",2025-04-09T21:11:27.727347,arrived at hub
8c5696c7-eb4b-43c3-b79d-bb1a82a64bc8,"El Paso, TX",2025-04-11T00:11:27.727447,out for delivery
8c5696c7-eb4b-43c3-b79d-bb1a82a64bc8,"Tucson, AZ",2025-04-10T20:11:27.727447,arrived at hub
8c5696c7-eb4b-43c3-b79d-bb1a82a64bc8,"Tucson, AZ",2025-04-13T06:11:27.727447,out for delivery
77ef56f3-d695-4a3c-a7ad-87b2d9d41d4f,"Oklahoma City, OK",2025-04-12T00:11:27.727537,delayed
77ef56f3-d695-4a3c-a7ad-87b2d9d41d4f,"Tucson, AZ",2025-04-09T15:11:27.727537,delayed
ee58e8d5-4d4e-44d5-8108-185254d801fc,"El Paso, TX",2025-04-09T16:11:27.727625,in transit
ee58e8d5-4d4e-44d5-8108-185254d801fc,"Tucson, AZ",2025-04-08T18:11:27.727625,delayed
5bb5cee3-c0a6-4bb0-9506-df78bd0d7f58,"Phoenix, AZ",2025-04-15T20:11:27.727701,out for delivery
